Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes,
Meza-Lopez_et_al_2018,2018,3,3a,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Arachnida,NA,NA,Predator,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.67,9.00,0.71,0.24,2.00,5.00,1.00,0.45,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,3,3b,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,NA,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NO3,4.00,2.20,15.00,1.61,0.42,2.20,15.00,1.61,0.42,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,3,3b,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,NA,NA,Herbivore,NO,NO,NA,NO,,20.00,Added,NO3,4.00,3.23,13.00,2.09,0.58,2.20,15.00,1.61,0.42,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,3,3c,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,NA,NA,Omnivore,NO,NO,NA,NO,,0.00,Added,NO3,4.00,1.00,5.00,0.00,0.00,1.00,5.00,0.00,0.00,FromSource,Vacuum,Individuals,1,1,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,3,3c,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,NA,NA,Omnivore,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.80,5.00,0.45,0.20,1.00,5.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,3,3d,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,NA,NA,Parasitoid,NO,NO,NA,NO,,0.00,Added,NO3,4.00,1.00,4.00,0.00,0.00,1.00,4.00,0.00,0.00,FromSource,Vacuum,Individuals,1,1,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,3,3d,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,NA,NA,Parasitoid,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.67,6.00,1.21,0.49,1.00,4.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,4,4a,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Arachnida,NA,NA,Predator,NO,NO,NA,NO,,0.00,Added,NO3,4.00,1.67,6.00,1.21,0.49,1.67,6.00,1.21,0.49,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,4,4a,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Arachnida,NA,NA,Predator,NO,NO,NA,NO,,20.00,Added,NO3,4.00,2.50,6.00,1.76,0.72,1.67,6.00,1.21,0.49,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,4,4b,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,NA,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NO3,4.00,2.50,10.00,1.90,0.60,2.50,10.00,1.90,0.60,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,4,4b,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,NA,NA,Herbivore,NO,NO,NA,NO,,20.00,Added,NO3,4.00,2.92,12.00,2.57,0.74,2.50,10.00,1.90,0.60,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,4,4c,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,NA,NA,Omnivore,NO,NO,NA,NO,,0.00,Added,NO3,4.00,1.50,4.00,0.58,0.29,1.50,4.00,0.58,0.29,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,4,4c,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,NA,NA,Omnivore,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.00,3.00,0.00,0.00,1.50,4.00,0.58,0.29,FromSource,Vacuum,Individuals,1,1,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,4,4d,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,NA,NA,Parasitoid,NO,NO,NA,NO,,0.00,Added,NO3,4.00,1.40,5.00,0.55,0.24,1.40,5.00,0.55,0.24,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,4,4d,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,NA,NA,Parasitoid,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.67,3.00,0.58,0.33,1.40,5.00,0.55,0.24,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,5,5a,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Arachnida,NA,NA,Predator,NO,NO,NA,NO,,0.00,Added,NO3,4.00,2.00,6.00,1.10,0.45,2.00,6.00,1.10,0.45,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,5,5a,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Arachnida,NA,NA,Predator,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.83,6.00,0.75,0.31,2.00,6.00,1.10,0.45,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,5,5b,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,NA,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NO3,4.00,2.17,12.00,1.03,0.30,2.17,12.00,1.03,0.30,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,5,5b,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,NA,NA,Herbivore,NO,NO,NA,NO,,20.00,Added,NO3,4.00,3.21,14.00,2.42,0.65,2.17,12.00,1.03,0.30,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,5,5c,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,NA,NA,Omnivore,NO,NO,NA,NO,,0.00,Added,NO3,4.00,1.50,2.00,0.71,0.50,1.50,2.00,0.71,0.50,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,5,5c,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,NA,NA,Omnivore,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.00,4.00,0.00,0.00,1.50,2.00,0.71,0.50,FromSource,Vacuum,Individuals,1,1,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,5,5d,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,NA,NA,Parasitoid,NO,NO,NA,NO,,0.00,Added,NO3,4.00,1.50,2.00,0.71,0.50,1.50,2.00,0.71,0.50,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,5,5d,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,NA,NA,Parasitoid,NO,NO,NA,NO,,20.00,Added,NO3,4.00,2.00,4.00,1.15,0.58,1.50,2.00,0.71,0.50,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,6,6a,2012,2012,1,1,North_America,USA,Golden_Gate,37.833875,-122.544592,100,Arthropoda,Arachnida,NA,NA,Predator,NO,NO,NA,NO,,0.00,Added,NO3,4.00,2.33,3.00,0.58,0.33,2.33,3.00,0.58,0.33,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,6,6a,2012,2012,1,1,North_America,USA,Golden_Gate,37.833875,-122.544592,100,Arthropoda,Arachnida,NA,NA,Predator,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.67,3.00,0.58,0.33,2.33,3.00,0.58,0.33,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,6,6b,2012,2012,1,1,North_America,USA,Golden_Gate,37.833875,-122.544592,100,Arthropoda,Insecta,NA,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NO3,4.00,2.50,10.00,2.07,0.65,2.50,10.00,2.07,0.65,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,6,6b,2012,2012,1,1,North_America,USA,Golden_Gate,37.833875,-122.544592,100,Arthropoda,Insecta,NA,NA,Herbivore,NO,NO,NA,NO,,20.00,Added,NO3,4.00,2.00,12.00,2.13,0.62,2.50,10.00,2.07,0.65,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,6,6c,2012,2012,1,1,North_America,USA,Golden_Gate,37.833875,-122.544592,100,Arthropoda,Insecta,NA,NA,Omnivore,NO,NO,NA,NO,,0.00,Added,NO3,4.00,2.00,1.00,NA,NA,2.00,1.00,NA,NA,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,6,6c,2012,2012,1,1,North_America,USA,Golden_Gate,37.833875,-122.544592,100,Arthropoda,Insecta,NA,NA,Omnivore,NO,NO,NA,NO,,20.00,Added,NO3,4.00,1.50,2.00,0.71,0.50,2.00,1.00,NA,NA,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,6,6d,2012,2012,1,1,North_America,USA,Golden_Gate,37.833875,-122.544592,100,Arthropoda,Insecta,NA,NA,Parasitoid,NO,NO,NA,NO,,0.00,Added,NO3,4.00,1.33,3.00,0.58,0.33,1.33,3.00,0.58,0.33,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Meza-Lopez_et_al_2018,2018,6,6d,2012,2012,1,1,North_America,USA,Golden_Gate,37.833875,-122.544592,100,Arthropoda,Insecta,NA,NA,Parasitoid,NO,NO,NA,NO,,20.00,Added,NO3,4.00,3.00,1.00,NA,NA,1.33,3.00,0.58,0.33,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",,
Chen_et_al_2019,2019,7,7a,1999,2014,16,1,Asia,China,Inner_Mongolia_Grassland_Ecosystem_Research_Station,43.633333,116.7,500,Nematoda,NA,NA,NA,Unknown,NO,YES,0-15,NO,,0.00,Added,NH4NO3,0.25,10.80,5.00,1.64,0.73,10.80,5.00,1.64,0.73,FromSource,Baermann funnel,Individuals/gr,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,0.9,334,6.73,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per with-plant site, and feeding guild",,
Chen_et_al_2019,2019,7,7a,1999,2014,16,1,Asia,China,Inner_Mongolia_Grassland_Ecosystem_Research_Station,43.633333,116.7,500,Nematoda,NA,NA,NA,Unknown,NO,YES,0-15,NO,,17.50,Added,NH4NO3,0.25,10.40,5.00,1.67,0.75,10.80,5.00,1.64,0.73,FromSource,Baermann funnel,Individuals/gr,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,0.9,334,6.48,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per with-plant site, and feeding guild",,
Chen_et_al_2019,2019,7,7a,1999,2014,16,1,Asia,China,Inner_Mongolia_Grassland_Ecosystem_Research_Station,43.633333,116.7,500,Nematoda,NA,NA,NA,Unknown,NO,YES,0-15,NO,,52.50,Added,NH4NO3,0.25,10.20,5.00,2.17,0.97,10.80,5.00,1.64,0.73,FromSource,Baermann funnel,Individuals/gr,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,0.9,334,6.3,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per with-plant site, and feeding guild",,
Chen_et_al_2019,2019,7,7a,1999,2014,16,1,Asia,China,Inner_Mongolia_Grassland_Ecosystem_Research_Station,43.633333,116.7,500,Nematoda,NA,NA,NA,Unknown,NO,YES,0-15,NO,,105.00,Added,NH4NO3,0.25,9.20,5.00,1.92,0.86,10.80,5.00,1.64,0.73,FromSource,Baermann funnel,Individuals/gr,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,0.9,334,5.77,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per with-plant site, and feeding guild",,
Chen_et_al_2019,2019,7,7a,1999,2014,16,1,Asia,China,Inner_Mongolia_Grassland_Ecosystem_Research_Station,43.633333,116.7,500,Nematoda,NA,NA,NA,Unknown,NO,YES,0-15,NO,,175.00,Added,NH4NO3,0.25,9.00,5.00,1.58,0.71,10.80,5.00,1.64,0.73,FromSource,Baermann funnel,Individuals/gr,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,0.9,334,5.56,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per with-plant site, and feeding guild",,
Chen_et_al_2019,2019,7,7a,1999,2014,16,1,Asia,China,Inner_Mongolia_Grassland_Ecosystem_Research_Station,43.633333,116.7,500,Nematoda,NA,NA,NA,Unknown,NO,YES,0-15,NO,,280.00,Added,NH4NO3,0.25,7.60,5.00,1.82,0.81,10.80,5.00,1.64,0.73,FromSource,Baermann funnel,Individuals/gr,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,0.9,334,4.97,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per with-plant site, and feeding guild",,
Chen_et_al_2009,2009,8,8a,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Detritivore,YES,NO,NA,NO,,0,Added,CO(NH2)2,240.00,2.98,3.00,0.97,0.56,2.98,3.00,0.97,0.56,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8a,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Detritivore,YES,NO,NA,NO,,172.5,Added,CO(NH2)2,240.00,3.96,3.00,1.00,0.58,2.98,3.00,0.97,0.56,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8a,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Detritivore,YES,NO,NA,NO,,345,Added,CO(NH2)2,240.00,4.45,2.00,0.71,0.50,2.98,3.00,0.97,0.56,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8a,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Detritivore,YES,NO,NA,NO,,690,Added,CO(NH2)2,240.00,3.95,3.00,0.99,0.57,2.98,3.00,0.97,0.56,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8a,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Detritivore,YES,NO,NA,NO,,1035,Added,CO(NH2)2,240.00,5.94,3.00,1.00,0.58,2.98,3.00,0.97,0.56,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8b,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Herbivore,YES,NO,NA,NO,,0,Added,CO(NH2)2,240.00,10.30,3.00,3.06,1.76,10.30,3.00,3.06,1.76,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8b,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Herbivore,YES,NO,NA,NO,,172.5,Added,CO(NH2)2,240.00,13.96,3.00,2.00,1.15,10.30,3.00,3.06,1.76,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8b,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Herbivore,YES,NO,NA,NO,,345,Added,CO(NH2)2,240.00,10.97,2.00,2.83,2.00,10.30,3.00,3.06,1.76,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8b,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Herbivore,YES,NO,NA,NO,,690,Added,CO(NH2)2,240.00,9.97,3.00,2.01,1.16,10.30,3.00,3.06,1.76,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
Chen_et_al_2009,2009,8,8b,2004,2005,1,5,Asia,China,Jiulongshan,27.741539,117.964717,100,Arthropoda,Insecta,Coleoptera,NA,Herbivore,YES,NO,NA,NO,,1035,Added,CO(NH2)2,240.00,11.64,3.00,1.53,0.88,10.30,3.00,3.06,1.76,FromSource,"Sweeps in crown and around tea trees, and tea plants were flapped 20 times",Individuals,,,NA,Tea plants,15-year-old oolong tea plants,NA,NA,0,5.8,0,Y,Y,Juan,1,1,1,3,Figure 3,,
