"Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR"
"Meza-Lopez_et_al_2018",2018,2,"2d",2012,2012,1,1,"North_America","USA","San_Diego",32.88122259,-117.2460887,100,"Arthropoda","Insecta","Diptera",NA,NA,NA,NA,"Omnivore","NO","NO",NA,NA,"3.82",20,"Added","NO3",4,1.4,10,0.7,0.22,1.22,9,0.44,0.15,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.22,1.4,0.44,0.7,1.14754098360656,0.137621377876048,0.14289512447941,0.0394525067932754,0.0398694442695802
"Meza-Lopez_et_al_2018",2018,2,"2e",2012,2012,1,1,"North_America","USA","San_Diego",32.88122259,-117.2460887,100,"Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"3.82",20,"Added","NO3",4,6.84,31,18.43,3.31,3.56,39,3.36,0.54,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",3.56,6.84,3.36,18.43,1.92134831460674,0.65302718677052,0.75870398933026,0.257035482893265,0.284719879359058
"Meza-Lopez_et_al_2018",2018,2,"2f",2012,2012,1,1,"North_America","USA","San_Diego",32.88122259,-117.2460887,100,"Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"Parasitoid","NO","NO",NA,NA,"3.82",20,"Added","NO3",4,4,3,5.2,3,4,11,5.16,1.56,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",4,4,5.16,5.2,1,0,0.206025757575758,0.714615151515152,0.884730467993572
"Meza-Lopez_et_al_2018",2018,2,"2g",2012,2012,1,1,"North_America","USA","San_Diego",32.88122259,-117.2460887,100,"Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"3.82",20,"Added","NO3",4,1,2,0,0,1.33,3,0.58,0.33,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.33,1,0.58,0.314665982365308,0.75187969924812,-0.285178942233662,-0.292121052924578,0.112898901839756,0.116133635249757
"Meza-Lopez_et_al_2018",2018,2,"2h",2012,2012,1,1,"North_America","USA","San_Diego",32.88122259,-117.2460887,100,"Arthropoda","Insecta","Psocoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"3.82",20,"Added","NO3",4,1,3,0,0,1,1,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,-0.0146695512074133,0.0953488893867761,0.0978369377962259
"Meza-Lopez_et_al_2018",2018,3,"3a",2012,2012,1,1,"North_America","USA","Santa_Monica",34.065025,-118.986897,100,"Arthropoda","Arachnida","Trombidiformes",NA,NA,NA,NA,"Predator","NO","NO",NA,NA,"10.4",20,"Added","NO3",4,6.8,5,6.38,2.85,1,1,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,6.8,0.249687796860001,6.38,6.8,1.91692261218206,1.97377916094446,0.238401089326407,0.255842526311583
"Meza-Lopez_et_al_2018",2018,3,"3b",2012,2012,1,1,"North_America","USA","Santa_Monica",34.065025,-118.986897,100,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,NA,"10.4",20,"Added","NO3",4,1.2,10,0.63,0.2,1.33,9,0.71,0.24,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.33,1.2,0.71,0.63,0.902255639097744,-0.102857385439708,-0.104908322423458,0.0592268739675002,0.0601080359600021
"Meza-Lopez_et_al_2018",2018,3,"3c",2012,2012,1,1,"North_America","USA","Santa_Monica",34.065025,-118.986897,100,"Arthropoda","Insecta","Diptera",NA,NA,NA,NA,"Omnivore","NO","NO",NA,NA,"10.4",20,"Added","NO3",4,1.44,9,0.73,0.24,2.4,5,2.07,0.93,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",2.4,1.44,2.07,0.73,0.6,-0.510825623765991,-0.570938878224153,0.177335991083676,0.188811607878635
"Meza-Lopez_et_al_2018",2018,3,"3d",2012,2012,1,1,"North_America","USA","Santa_Monica",34.065025,-118.986897,100,"Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"10.4",20,"Added","NO3",4,4.08,36,5.55,0.92,3.08,26,3.81,0.75,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",3.08,4.08,3.81,5.55,1.32467532467532,0.281167391430587,0.27744044782361,0.110253892019799,0.113306762304827
"Meza-Lopez_et_al_2018",2018,3,"3e",2012,2012,1,1,"North_America","USA","Santa_Monica",34.065025,-118.986897,100,"Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"Parasitoid","NO","NO",NA,NA,"10.4",20,"Added","NO3",4,1.7,10,1.64,0.52,1,4,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1.7,0.249687796860001,1.64,1.7,0.53062825106217,0.569368123546889,0.108651742919837,0.113103820949849
"Meza-Lopez_et_al_2018",2018,3,"3f",2012,2012,1,1,"North_America","USA","Santa_Monica",34.065025,-118.986897,100,"Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"10.4",20,"Added","NO3",4,1,4,0,0,1,2,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,-0.00320916391795979,0.0559256680648817,0.0567178868850599
"Meza-Lopez_et_al_2018",2018,3,"3g",2012,2012,1,1,"North_America","USA","Santa_Monica",34.065025,-118.986897,100,"Arthropoda","Insecta","Psocoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"10.4",20,"Added","NO3",4,1,2,0,0,1,2,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.00916767113928075,0.0806793381793628,0.0823906732757458
"Meza-Lopez_et_al_2018",2018,4,"4a",2012,2012,1,1,"North_America","USA","Cambria",35.527756,-121.074028,100,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,NA,"4.46",20,"Added","NO3",4,2.22,9,2.95,0.98,1.3,10,0.67,0.21,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.3,2.22,0.67,2.95,1.70769230769231,0.535142931416697,0.619961091679417,0.22276058088047,0.242360270289374
"Meza-Lopez_et_al_2018",2018,4,"4b",2012,2012,1,1,"North_America","USA","Cambria",35.527756,-121.074028,100,"Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"4.46",20,"Added","NO3",4,1.5,2,0.71,0.5,1,1,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1.5,0.249687796860001,0.71,1.5,0.405465108108164,0.430304221268875,0.174366218123024,0.182584094171266
"Meza-Lopez_et_al_2018",2018,4,"4c",2012,2012,1,1,"North_America","USA","Cambria",35.527756,-121.074028,100,"Arthropoda","Insecta","Diptera",NA,NA,NA,NA,"Omnivore","NO","NO",NA,NA,"4.46",20,"Added","NO3",4,1.33,3,0.58,0.33,1.5,6,1.22,0.5,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.5,1.33,1.22,0.58,0.886666666666667,-0.120286165874502,-0.143716310995031,0.173643413462646,0.181730393922755
"Meza-Lopez_et_al_2018",2018,4,"4d",2012,2012,1,1,"North_America","USA","Cambria",35.527756,-121.074028,100,"Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"4.46",20,"Added","NO3",4,10.4,30,29.55,5.4,4.82,22,6.42,1.37,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",4.82,10.4,6.42,29.55,2.15767634854772,0.769031878084818,0.863265752778899,0.349748781676926,0.389209857387909
"Meza-Lopez_et_al_2018",2018,4,"4e",2012,2012,1,1,"North_America","USA","Cambria",35.527756,-121.074028,100,"Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"Parasitoid","NO","NO",NA,NA,"4.46",20,"Added","NO3",4,8.4,5,12.56,5.62,3.43,7,3.51,1.32,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",3.43,8.4,3.51,12.56,2.44897959183673,0.895671444671419,1.04444576786334,0.596746138196656,0.707906425801026
"Meza-Lopez_et_al_2018",2018,4,"4f",2012,2012,1,1,"North_America","USA","Cambria",35.527756,-121.074028,100,"Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"4.46",20,"Added","NO3",4,1,1,0,0,1,1,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.0183353422785615,0.161358676358726,0.168204016744258
"Meza-Lopez_et_al_2018",2018,4,"4g",2012,2012,1,1,"North_America","USA","Cambria",35.527756,-121.074028,100,"Arthropoda","Insecta","Psocoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"4.46",20,"Added","NO3",4,1,1,0,0,1,1,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.0183353422785615,0.161358676358726,0.168204016744258
"Meza-Lopez_et_al_2018",2018,5,"5a",2012,2012,1,1,"North_America","USA","Santa_Cruz",36.970061,-122.122983,100,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,NA,"6.5",20,"Added","NO3",4,1.64,11,1.21,0.36,1.89,9,1.69,0.56,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.89,1.64,1.69,1.21,0.867724867724868,-0.141880587235444,-0.161557002245838,0.138326655124893,0.143497382312065
"Meza-Lopez_et_al_2018",2018,5,"5b",2012,2012,1,1,"North_America","USA","Santa_Cruz",36.970061,-122.122983,100,"Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"6.5",20,"Added","NO3",4,1,2,0,0,1.5,2,0.71,0.5,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.5,1,0.71,0.314665982365308,0.666666666666667,-0.405465108108164,-0.436722549104794,0.161529562451184,0.16902953995526
"Meza-Lopez_et_al_2018",2018,5,"5c",2012,2012,1,1,"North_America","USA","Santa_Cruz",36.970061,-122.122983,100,"Arthropoda","Insecta","Diptera",NA,NA,NA,NA,"Omnivore","NO","NO",NA,NA,"6.5",20,"Added","NO3",4,1.75,4,1.5,0.75,1,3,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1.75,0.249687796860001,1.5,1.75,0.559615787935423,0.641061856645833,0.204454801354689,0.221538704912316
"Meza-Lopez_et_al_2018",2018,5,"5d",2012,2012,1,1,"North_America","USA","Santa_Cruz",36.970061,-122.122983,100,"Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"6.5",20,"Added","NO3",4,4.33,36,7.92,1.32,2.25,20,1.97,0.44,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",2.25,4.33,1.97,7.92,1.92444444444444,0.65463732579807,0.681939113574393,0.131263328639066,0.136316231616201
"Meza-Lopez_et_al_2018",2018,5,"5e",2012,2012,1,1,"North_America","USA","Santa_Cruz",36.970061,-122.122983,100,"Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"Parasitoid","NO","NO",NA,NA,"6.5",20,"Added","NO3",4,10.38,8,10.21,3.61,9,3,13.86,8,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",9,10.38,13.86,10.21,1.15333333333333,0.142656300401523,-0.192140808218507,0.911472449426606,1.23125705988287
"Meza-Lopez_et_al_2018",2018,5,"5f",2012,2012,1,1,"North_America","USA","Santa_Cruz",36.970061,-122.122983,100,"Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"6.5",20,"Added","NO3",4,1.67,6,0.82,0.33,1,1,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1.67,0.249687796860001,0.82,1.67,0.512823626428664,0.501743181898369,0.102527102741013,0.105277830691119
"Meza-Lopez_et_al_2018",2018,5,"5g",2012,2012,1,1,"North_America","USA","Santa_Cruz",36.970061,-122.122983,100,"Arthropoda","Insecta","Psocoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"6.5",20,"Added","NO3",4,1,1,0,0,1,3,0,0,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.0391166742454953,0.119796012424858,0.12491389777711
"Meza-Lopez_et_al_2018",2018,6,"6a",2012,2012,1,1,"North_America","USA","Golden_Gate",37.833875,-122.544592,100,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,NA,"7.84",20,"Added","NO3",4,1.8,5,1.3,0.58,1.29,7,0.76,0.29,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.29,1.8,0.76,1.3,1.3953488372093,0.333144446528538,0.3605124742436,0.153905919878518,0.160576686862943
"Meza-Lopez_et_al_2018",2018,6,"6b",2012,2012,1,1,"North_America","USA","Golden_Gate",37.833875,-122.544592,100,"Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"7.84",20,"Added","NO3",4,1.33,3,0.58,0.33,1.5,2,0.71,0.5,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.5,1.33,0.71,0.58,0.886666666666667,-0.120286165874502,-0.144601496180216,0.175413783833016,0.183697518010546
"Meza-Lopez_et_al_2018",2018,6,"6c",2012,2012,1,1,"North_America","USA","Golden_Gate",37.833875,-122.544592,100,"Arthropoda","Insecta","Diptera",NA,NA,NA,NA,"Omnivore","NO","NO",NA,NA,"7.84",20,"Added","NO3",4,2.67,3,2.89,1.67,1.5,2,0.71,0.5,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.5,2.67,0.71,2.89,1.78,0.576613364303994,0.71586613214569,0.502549980127836,0.585080434111032
"Meza-Lopez_et_al_2018",2018,6,"6d",2012,2012,1,1,"North_America","USA","Golden_Gate",37.833875,-122.544592,100,"Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"7.84",20,"Added","NO3",4,3.53,15,3.25,0.84,3.42,19,2.91,0.67,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",3.42,3.53,2.91,3.25,1.03216374269006,0.0316573198706916,0.0408599473411014,0.0946149388921567,0.0969376239099075
"Meza-Lopez_et_al_2018",2018,6,"6e",2012,2012,1,1,"North_America","USA","Golden_Gate",37.833875,-122.544592,100,"Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"Parasitoid","NO","NO",NA,NA,"7.84",20,"Added","NO3",4,8,3,7.55,4.36,5.5,4,6.14,3.07,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",5.5,8,6.14,7.55,1.45454545454545,0.374693449441411,0.367353988783697,0.608454962982094,0.701063191159225
"Meza-Lopez_et_al_2018",2018,6,"6f",2012,2012,1,1,"North_America","USA","Golden_Gate",37.833875,-122.544592,100,"Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,NA,"7.84",20,"Added","NO3",4,1.75,4,1.5,0.75,1.5,2,0.71,0.5,"FromSource","Vacuum","Individuals",NA,NA,NA,"Low elevation scrubland","Experiment with plants of Artemisia californica under different N treatments from different sites",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild","","Treatment",1.5,1.75,0.71,1.5,1.16666666666667,0.154150679827258,0.189976303410025,0.295695691609977,0.318838152424247
