Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Genus,Species,Binomial,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes
Meza-Lopez_et_al_2018,2018,2,2e,2012,2012,1,1,North_America,USA,San_Diego,32.88122259,-117.2460887,100,Arthropoda,Insecta,Hemiptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,3.82,0.00,Added,NO3,4,3.56,39.00,3.36,0.54,3.56,39.00,3.36,0.54,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,2,2e,2012,2012,1,1,North_America,USA,San_Diego,32.88122259,-117.2460887,100,Arthropoda,Insecta,Hemiptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,3.82,20.00,Added,NO3,4,6.84,31.00,18.43,3.31,3.56,39.00,3.36,0.54,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,2,2f,2012,2012,1,1,North_America,USA,San_Diego,32.88122259,-117.2460887,100,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,NA,Parasitoid,NO,NO,NA,NA,3.82,0.00,Added,NO3,4,4.00,11.00,5.16,1.56,4.00,11.00,5.16,1.56,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,2,2f,2012,2012,1,1,North_America,USA,San_Diego,32.88122259,-117.2460887,100,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,NA,Parasitoid,NO,NO,NA,NA,3.82,20.00,Added,NO3,4,4.00,3.00,5.20,3.00,4.00,11.00,5.16,1.56,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,2,2g,2012,2012,1,1,North_America,USA,San_Diego,32.88122259,-117.2460887,100,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,3.82,0.00,Added,NO3,4,1.33,3.00,0.58,0.33,1.33,3.00,0.58,0.33,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,2,2g,2012,2012,1,1,North_America,USA,San_Diego,32.88122259,-117.2460887,100,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,3.82,20.00,Added,NO3,4,1.00,2.00,0.00,0.00,1.33,3.00,0.58,0.33,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,2,2h,2012,2012,1,1,North_America,USA,San_Diego,32.88122259,-117.2460887,100,Arthropoda,Insecta,Psocoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,3.82,0.00,Added,NO3,4,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,2,2h,2012,2012,1,1,North_America,USA,San_Diego,32.88122259,-117.2460887,100,Arthropoda,Insecta,Psocoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,3.82,20.00,Added,NO3,4,1.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3a,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,NA,Predator,NO,NO,NA,NA,10.4,0.00,Added,NO3,4,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3a,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,NA,Predator,NO,NO,NA,NA,10.4,20.00,Added,NO3,4,6.80,5.00,6.38,2.85,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3b,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Arachnida,Araneae,NA,NA,NA,NA,Predator,NO,NO,NA,NA,10.4,0.00,Added,NO3,4,1.33,9.00,0.71,0.24,1.33,9.00,0.71,0.24,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3b,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Arachnida,Araneae,NA,NA,NA,NA,Predator,NO,NO,NA,NA,10.4,20.00,Added,NO3,4,1.20,10.00,0.63,0.20,1.33,9.00,0.71,0.24,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3c,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Diptera,NA,NA,NA,NA,Omnivore,NO,NO,NA,NA,10.4,0.00,Added,NO3,4,2.40,5.00,2.07,0.93,2.40,5.00,2.07,0.93,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3c,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Diptera,NA,NA,NA,NA,Omnivore,NO,NO,NA,NA,10.4,20.00,Added,NO3,4,1.44,9.00,0.73,0.24,2.40,5.00,2.07,0.93,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3d,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Hemiptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,10.4,0.00,Added,NO3,4,3.08,26.00,3.81,0.75,3.08,26.00,3.81,0.75,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3d,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Hemiptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,10.4,20.00,Added,NO3,4,4.08,36.00,5.55,0.92,3.08,26.00,3.81,0.75,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3e,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,NA,Parasitoid,NO,NO,NA,NA,10.4,0.00,Added,NO3,4,1.00,4.00,0.00,0.00,1.00,4.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3e,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,NA,Parasitoid,NO,NO,NA,NA,10.4,20.00,Added,NO3,4,1.70,10.00,1.64,0.52,1.00,4.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3f,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,10.4,0.00,Added,NO3,4,1.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3f,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,10.4,20.00,Added,NO3,4,1.00,4.00,0.00,0.00,1.00,2.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3g,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Psocoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,10.4,0.00,Added,NO3,4,1.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,3,3g,2012,2012,1,1,North_America,USA,Santa_Monica,34.065025,-118.986897,100,Arthropoda,Insecta,Psocoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,10.4,20.00,Added,NO3,4,1.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4a,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Arachnida,Araneae,NA,NA,NA,NA,Predator,NO,NO,NA,NA,4.46,0.00,Added,NO3,4,1.30,10.00,0.67,0.21,1.30,10.00,0.67,0.21,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4a,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Arachnida,Araneae,NA,NA,NA,NA,Predator,NO,NO,NA,NA,4.46,20.00,Added,NO3,4,2.22,9.00,2.95,0.98,1.30,10.00,0.67,0.21,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4b,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Coleoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,4.46,0.00,Added,NO3,4,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4b,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Coleoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,4.46,20.00,Added,NO3,4,1.50,2.00,0.71,0.50,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4c,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Diptera,NA,NA,NA,NA,Omnivore,NO,NO,NA,NA,4.46,0.00,Added,NO3,4,1.50,6.00,1.22,0.50,1.50,6.00,1.22,0.50,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4c,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Diptera,NA,NA,NA,NA,Omnivore,NO,NO,NA,NA,4.46,20.00,Added,NO3,4,1.33,3.00,0.58,0.33,1.50,6.00,1.22,0.50,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4d,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Hemiptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,4.46,0.00,Added,NO3,4,4.82,22.00,6.42,1.37,4.82,22.00,6.42,1.37,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4d,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Hemiptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,4.46,20.00,Added,NO3,4,10.40,30.00,29.55,5.40,4.82,22.00,6.42,1.37,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4e,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,NA,Parasitoid,NO,NO,NA,NA,4.46,0.00,Added,NO3,4,3.43,7.00,3.51,1.32,3.43,7.00,3.51,1.32,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4e,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,NA,Parasitoid,NO,NO,NA,NA,4.46,20.00,Added,NO3,4,8.40,5.00,12.56,5.62,3.43,7.00,3.51,1.32,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4f,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,4.46,0.00,Added,NO3,4,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4f,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,4.46,20.00,Added,NO3,4,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4g,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Psocoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,4.46,0.00,Added,NO3,4,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,4,4g,2012,2012,1,1,North_America,USA,Cambria,35.527756,-121.074028,100,Arthropoda,Insecta,Psocoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,4.46,20.00,Added,NO3,4,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,5,5a,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Arachnida,Araneae,NA,NA,NA,NA,Predator,NO,NO,NA,NA,6.5,0.00,Added,NO3,4,1.89,9.00,1.69,0.56,1.89,9.00,1.69,0.56,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,5,5a,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Arachnida,Araneae,NA,NA,NA,NA,Predator,NO,NO,NA,NA,6.5,20.00,Added,NO3,4,1.64,11.00,1.21,0.36,1.89,9.00,1.69,0.56,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,5,5b,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,Coleoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,6.5,0.00,Added,NO3,4,1.50,2.00,0.71,0.50,1.50,2.00,0.71,0.50,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,5,5b,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,Coleoptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,6.5,20.00,Added,NO3,4,1.00,2.00,0.00,0.00,1.50,2.00,0.71,0.50,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,5,5c,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,Diptera,NA,NA,NA,NA,Omnivore,NO,NO,NA,NA,6.5,0.00,Added,NO3,4,1.00,3.00,0.00,0.00,1.00,3.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,5,5c,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,Diptera,NA,NA,NA,NA,Omnivore,NO,NO,NA,NA,6.5,20.00,Added,NO3,4,1.75,4.00,1.50,0.75,1.00,3.00,0.00,0.00,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,5,5d,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,Hemiptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,6.5,0.00,Added,NO3,4,2.25,20.00,1.97,0.44,2.25,20.00,1.97,0.44,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
Meza-Lopez_et_al_2018,2018,5,5d,2012,2012,1,1,North_America,USA,Santa_Cruz,36.970061,-122.122983,100,Arthropoda,Insecta,Hemiptera,NA,NA,NA,NA,Herbivore,NO,NO,NA,NA,6.5,20.00,Added,NO3,4,4.33,36.00,7.92,1.32,2.25,20.00,1.97,0.44,FromSource,Vacuum,Individuals,,,NA,Low elevation scrubland,Experiment with plants of Artemisia californica under different N treatments from different sites,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Calculated abundances per site, order and feeding guild",
